PuzzleId,puzzle_ref,Rook_Knight,Error,Processed_Comment
0MVRt,https://lichess.org/training/0MVRt,TRUE,False,"Processing row 11: 2025-11-06 17:50:48.902649 -> Puzzle 0MVRt - URL https://lichess.org/training/0MVRt, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0Ow6e,https://lichess.org/training/0Ow6e,TRUE,False,"Processing row 12: 2025-11-06 17:50:50.084863 -> Puzzle 0Ow6e - URL https://lichess.org/training/0Ow6e, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0PAVb,https://lichess.org/training/0PAVb,TRUE,False,"Processing row 13: 2025-11-06 17:50:51.286145 -> Puzzle 0PAVb - URL https://lichess.org/training/0PAVb, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0QlAD,https://lichess.org/training/0QlAD,TRUE,False,"Processing row 14: 2025-11-06 17:50:52.469659 -> Puzzle 0QlAD - URL https://lichess.org/training/0QlAD, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0RNKo,https://lichess.org/training/0RNKo,TRUE,False,"Processing row 15: 2025-11-06 17:50:53.629229 -> Puzzle 0RNKo - URL https://lichess.org/training/0RNKo, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0RpgG,https://lichess.org/training/0RpgG,TRUE,False,"Processing row 16: 2025-11-06 17:50:54.848972 -> Puzzle 0RpgG - URL https://lichess.org/training/0RpgG, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0T23A,https://lichess.org/training/0T23A,TRUE,False,"Processing row 17: 2025-11-06 17:50:56.011517 -> Puzzle 0T23A - URL https://lichess.org/training/0T23A, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0TP4Q,https://lichess.org/training/0TP4Q,TRUE,False,"Processing row 18: 2025-11-06 17:50:57.180498 -> Puzzle 0TP4Q - URL https://lichess.org/training/0TP4Q, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0UQVs,https://lichess.org/training/0UQVs,TRUE,False,"Processing row 19: 2025-11-06 17:50:58.448069 -> Puzzle 0UQVs - URL https://lichess.org/training/0UQVs, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0Wyva,https://lichess.org/training/0Wyva,TRUE,False,"Processing row 20: 2025-11-06 17:50:59.653184 -> Puzzle 0Wyva - URL https://lichess.org/training/0Wyva, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0XqCh,https://lichess.org/training/0XqCh,TRUE,False,"Processing row 21: 2025-11-06 17:51:00.875186 -> Puzzle 0XqCh - URL https://lichess.org/training/0XqCh, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0dVrn,https://lichess.org/training/0dVrn,TRUE,False,"Processing row 22: 2025-11-06 17:51:02.046912 -> Puzzle 0dVrn - URL https://lichess.org/training/0dVrn, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0ek70,https://lichess.org/training/0ek70,TRUE,False,"Processing row 23: 2025-11-06 17:51:03.549949 -> Puzzle 0ek70 - URL https://lichess.org/training/0ek70, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0h6dR,https://lichess.org/training/0h6dR,TRUE,False,"Processing row 24: 2025-11-06 17:51:04.753914 -> Puzzle 0h6dR - URL https://lichess.org/training/0h6dR, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0iBrx,https://lichess.org/training/0iBrx,TRUE,False,"Processing row 25: 2025-11-06 17:51:05.962752 -> Puzzle 0iBrx - URL https://lichess.org/training/0iBrx, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0jX4s,https://lichess.org/training/0jX4s,TRUE,False,"Processing row 26: 2025-11-06 17:51:07.183276 -> Puzzle 0jX4s - URL https://lichess.org/training/0jX4s, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0nSQ6,https://lichess.org/training/0nSQ6,TRUE,False,"Processing row 27: 2025-11-06 17:51:08.424344 -> Puzzle 0nSQ6 - URL https://lichess.org/training/0nSQ6, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0pVKR,https://lichess.org/training/0pVKR,TRUE,False,"Processing row 28: 2025-11-06 17:51:09.641425 -> Puzzle 0pVKR - URL https://lichess.org/training/0pVKR, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0qhEP,https://lichess.org/training/0qhEP,TRUE,False,"Processing row 29: 2025-11-06 17:51:10.844565 -> Puzzle 0qhEP - URL https://lichess.org/training/0qhEP, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0qm6j,https://lichess.org/training/0qm6j,TRUE,False,"Processing row 30: 2025-11-06 17:51:12.020565 -> Puzzle 0qm6j - URL https://lichess.org/training/0qm6j, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0rsPY,https://lichess.org/training/0rsPY,TRUE,False,"Processing row 31: 2025-11-06 17:51:13.201788 -> Puzzle 0rsPY - URL https://lichess.org/training/0rsPY, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0sFFw,https://lichess.org/training/0sFFw,TRUE,False,"Processing row 32: 2025-11-06 17:51:14.411271 -> Puzzle 0sFFw - URL https://lichess.org/training/0sFFw, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0uDlf,https://lichess.org/training/0uDlf,TRUE,False,"Processing row 33: 2025-11-06 17:51:15.616343 -> Puzzle 0uDlf - URL https://lichess.org/training/0uDlf, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0wkgs,https://lichess.org/training/0wkgs,TRUE,False,"Processing row 34: 2025-11-06 17:51:16.831958 -> Puzzle 0wkgs - URL https://lichess.org/training/0wkgs, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
0yPrJ,https://lichess.org/training/0yPrJ,TRUE,False,"Processing row 35: 2025-11-06 17:51:18.009710 -> Puzzle 0yPrJ - URL https://lichess.org/training/0yPrJ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
12Nr8,https://lichess.org/training/12Nr8,TRUE,False,"Processing row 36: 2025-11-06 17:51:19.167103 -> Puzzle 12Nr8 - URL https://lichess.org/training/12Nr8, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
12lYH,https://lichess.org/training/12lYH,FALSE,False,X
14PPn,https://lichess.org/training/14PPn,TRUE,False,"Processing row 38: 2025-11-06 17:51:20.335573 -> Puzzle 14PPn - URL https://lichess.org/training/14PPn, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
15X1K,https://lichess.org/training/15X1K,TRUE,False,"Processing row 39: 2025-11-06 17:51:21.509483 -> Puzzle 15X1K - URL https://lichess.org/training/15X1K, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
17t2T,https://lichess.org/training/17t2T,TRUE,False,"Processing row 40: 2025-11-06 17:51:22.679530 -> Puzzle 17t2T - URL https://lichess.org/training/17t2T, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
186n1,https://lichess.org/training/186n1,TRUE,False,"Processing row 41: 2025-11-06 17:51:23.888177 -> Puzzle 186n1 - URL https://lichess.org/training/186n1, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
18l5B,https://lichess.org/training/18l5B,TRUE,False,"Processing row 42: 2025-11-06 17:51:25.083094 -> Puzzle 18l5B - URL https://lichess.org/training/18l5B, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1AZvC,https://lichess.org/training/1AZvC,TRUE,False,"Processing row 43: 2025-11-06 17:51:26.288727 -> Puzzle 1AZvC - URL https://lichess.org/training/1AZvC, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1B5BQ,https://lichess.org/training/1B5BQ,TRUE,False,"Processing row 44: 2025-11-06 17:51:27.470433 -> Puzzle 1B5BQ - URL https://lichess.org/training/1B5BQ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1GIT5,https://lichess.org/training/1GIT5,TRUE,False,"Processing row 45: 2025-11-06 17:51:28.673105 -> Puzzle 1GIT5 - URL https://lichess.org/training/1GIT5, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1GeXn,https://lichess.org/training/1GeXn,TRUE,False,"Processing row 46: 2025-11-06 17:51:29.834618 -> Puzzle 1GeXn - URL https://lichess.org/training/1GeXn, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1HTku,https://lichess.org/training/1HTku,TRUE,False,"Processing row 47: 2025-11-06 17:51:31.034968 -> Puzzle 1HTku - URL https://lichess.org/training/1HTku, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1LvAD,https://lichess.org/training/1LvAD,TRUE,False,"Processing row 48: 2025-11-06 17:51:32.242742 -> Puzzle 1LvAD - URL https://lichess.org/training/1LvAD, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1Nug2,https://lichess.org/training/1Nug2,FALSE,False,X
1Olje,https://lichess.org/training/1Olje,FALSE,False,X
1QCoV,https://lichess.org/training/1QCoV,TRUE,False,"Processing row 51: 2025-11-06 17:51:33.417171 -> Puzzle 1QCoV - URL https://lichess.org/training/1QCoV, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1U415,https://lichess.org/training/1U415,TRUE,False,"Processing row 52: 2025-11-06 17:51:34.633858 -> Puzzle 1U415 - URL https://lichess.org/training/1U415, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1V0jj,https://lichess.org/training/1V0jj,TRUE,False,"Processing row 53: 2025-11-06 17:51:35.886140 -> Puzzle 1V0jj - URL https://lichess.org/training/1V0jj, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1W7SL,https://lichess.org/training/1W7SL,TRUE,False,"Processing row 54: 2025-11-06 17:51:37.120929 -> Puzzle 1W7SL - URL https://lichess.org/training/1W7SL, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1buxu,https://lichess.org/training/1buxu,TRUE,False,"Processing row 55: 2025-11-06 17:51:38.372877 -> Puzzle 1buxu - URL https://lichess.org/training/1buxu, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1cGjh,https://lichess.org/training/1cGjh,TRUE,False,"Processing row 56: 2025-11-06 17:51:39.573658 -> Puzzle 1cGjh - URL https://lichess.org/training/1cGjh, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1cKwy,https://lichess.org/training/1cKwy,TRUE,False,"Processing row 57: 2025-11-06 17:51:40.898403 -> Puzzle 1cKwy - URL https://lichess.org/training/1cKwy, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1cTdF,https://lichess.org/training/1cTdF,TRUE,False,"Processing row 58: 2025-11-06 17:51:42.121844 -> Puzzle 1cTdF - URL https://lichess.org/training/1cTdF, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1gsSo,https://lichess.org/training/1gsSo,TRUE,False,"Processing row 59: 2025-11-06 17:51:43.290818 -> Puzzle 1gsSo - URL https://lichess.org/training/1gsSo, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1jEnT,https://lichess.org/training/1jEnT,TRUE,False,"Processing row 60: 2025-11-06 17:51:44.499607 -> Puzzle 1jEnT - URL https://lichess.org/training/1jEnT, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1kozs,https://lichess.org/training/1kozs,TRUE,False,"Processing row 61: 2025-11-06 17:51:45.734028 -> Puzzle 1kozs - URL https://lichess.org/training/1kozs, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1oHp0,https://lichess.org/training/1oHp0,TRUE,False,"Processing row 62: 2025-11-06 17:51:46.966843 -> Puzzle 1oHp0 - URL https://lichess.org/training/1oHp0, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1r5X4,https://lichess.org/training/1r5X4,TRUE,False,"Processing row 63: 2025-11-06 17:51:48.188710 -> Puzzle 1r5X4 - URL https://lichess.org/training/1r5X4, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1rYsy,https://lichess.org/training/1rYsy,TRUE,False,"Processing row 64: 2025-11-06 17:51:49.436009 -> Puzzle 1rYsy - URL https://lichess.org/training/1rYsy, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1uE1q,https://lichess.org/training/1uE1q,TRUE,False,"Processing row 65: 2025-11-06 17:51:50.707682 -> Puzzle 1uE1q - URL https://lichess.org/training/1uE1q, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1vOyH,https://lichess.org/training/1vOyH,TRUE,False,"Processing row 66: 2025-11-06 17:51:51.905252 -> Puzzle 1vOyH - URL https://lichess.org/training/1vOyH, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1wdvZ,https://lichess.org/training/1wdvZ,TRUE,False,"Processing row 67: 2025-11-06 17:51:53.083328 -> Puzzle 1wdvZ - URL https://lichess.org/training/1wdvZ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
1zXP4,https://lichess.org/training/1zXP4,TRUE,False,"Processing row 68: 2025-11-06 17:51:54.307457 -> Puzzle 1zXP4 - URL https://lichess.org/training/1zXP4, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2BuiC,https://lichess.org/training/2BuiC,TRUE,False,"Processing row 69: 2025-11-06 17:51:55.607819 -> Puzzle 2BuiC - URL https://lichess.org/training/2BuiC, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2EMbj,https://lichess.org/training/2EMbj,TRUE,False,"Processing row 70: 2025-11-06 17:51:56.810460 -> Puzzle 2EMbj - URL https://lichess.org/training/2EMbj, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2FbVL,https://lichess.org/training/2FbVL,TRUE,False,"Processing row 71: 2025-11-06 17:51:58.010460 -> Puzzle 2FbVL - URL https://lichess.org/training/2FbVL, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2FtMr,https://lichess.org/training/2FtMr,TRUE,False,"Processing row 72: 2025-11-06 17:51:59.359525 -> Puzzle 2FtMr - URL https://lichess.org/training/2FtMr, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2JabJ,https://lichess.org/training/2JabJ,TRUE,False,"Processing row 73: 2025-11-06 17:52:00.578131 -> Puzzle 2JabJ - URL https://lichess.org/training/2JabJ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2LLhb,https://lichess.org/training/2LLhb,TRUE,False,"Processing row 74: 2025-11-06 17:52:01.785714 -> Puzzle 2LLhb - URL https://lichess.org/training/2LLhb, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2LyV1,https://lichess.org/training/2LyV1,TRUE,False,"Processing row 75: 2025-11-06 17:52:02.964849 -> Puzzle 2LyV1 - URL https://lichess.org/training/2LyV1, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2McWl,https://lichess.org/training/2McWl,TRUE,False,"Processing row 76: 2025-11-06 17:52:04.176419 -> Puzzle 2McWl - URL https://lichess.org/training/2McWl, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2NRWf,https://lichess.org/training/2NRWf,TRUE,False,"Processing row 77: 2025-11-06 17:52:05.339092 -> Puzzle 2NRWf - URL https://lichess.org/training/2NRWf, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2Rw7e,https://lichess.org/training/2Rw7e,TRUE,False,"Processing row 78: 2025-11-06 17:52:06.524308 -> Puzzle 2Rw7e - URL https://lichess.org/training/2Rw7e, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2T3cl,https://lichess.org/training/2T3cl,TRUE,False,"Processing row 79: 2025-11-06 17:52:07.694210 -> Puzzle 2T3cl - URL https://lichess.org/training/2T3cl, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2XRlC,https://lichess.org/training/2XRlC,TRUE,False,"Processing row 80: 2025-11-06 17:52:08.929225 -> Puzzle 2XRlC - URL https://lichess.org/training/2XRlC, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2Xfst,https://lichess.org/training/2Xfst,TRUE,False,"Processing row 81: 2025-11-06 17:52:10.101988 -> Puzzle 2Xfst - URL https://lichess.org/training/2Xfst, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2XokZ,https://lichess.org/training/2XokZ,TRUE,False,"Processing row 82: 2025-11-06 17:52:11.262539 -> Puzzle 2XokZ - URL https://lichess.org/training/2XokZ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2YskY,https://lichess.org/training/2YskY,TRUE,False,"Processing row 83: 2025-11-06 17:52:12.437108 -> Puzzle 2YskY - URL https://lichess.org/training/2YskY, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2ZYUL,https://lichess.org/training/2ZYUL,TRUE,False,"Processing row 84: 2025-11-06 17:52:13.596248 -> Puzzle 2ZYUL - URL https://lichess.org/training/2ZYUL, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2ZkLa,https://lichess.org/training/2ZkLa,TRUE,False,"Processing row 85: 2025-11-06 17:52:14.835132 -> Puzzle 2ZkLa - URL https://lichess.org/training/2ZkLa, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2bNjY,https://lichess.org/training/2bNjY,TRUE,False,"Processing row 86: 2025-11-06 17:52:16.069121 -> Puzzle 2bNjY - URL https://lichess.org/training/2bNjY, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2emu1,https://lichess.org/training/2emu1,TRUE,False,"Processing row 87: 2025-11-06 17:52:17.295705 -> Puzzle 2emu1 - URL https://lichess.org/training/2emu1, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2groE,https://lichess.org/training/2groE,TRUE,False,"Processing row 88: 2025-11-06 17:52:18.575677 -> Puzzle 2groE - URL https://lichess.org/training/2groE, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2htZi,https://lichess.org/training/2htZi,TRUE,False,"Processing row 89: 2025-11-06 17:52:19.986107 -> Puzzle 2htZi - URL https://lichess.org/training/2htZi, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2itt9,https://lichess.org/training/2itt9,TRUE,False,"Processing row 90: 2025-11-06 17:52:21.227146 -> Puzzle 2itt9 - URL https://lichess.org/training/2itt9, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2oef9,https://lichess.org/training/2oef9,TRUE,False,"Processing row 91: 2025-11-06 17:52:22.503461 -> Puzzle 2oef9 - URL https://lichess.org/training/2oef9, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2p3M6,https://lichess.org/training/2p3M6,FALSE,False,X
2qAWi,https://lichess.org/training/2qAWi,TRUE,False,"Processing row 93: 2025-11-06 17:52:23.672409 -> Puzzle 2qAWi - URL https://lichess.org/training/2qAWi, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2rqEO,https://lichess.org/training/2rqEO,TRUE,False,"Processing row 94: 2025-11-06 17:52:24.824784 -> Puzzle 2rqEO - URL https://lichess.org/training/2rqEO, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
2zbdJ,https://lichess.org/training/2zbdJ,TRUE,False,"Processing row 95: 2025-11-06 17:52:26.064421 -> Puzzle 2zbdJ - URL https://lichess.org/training/2zbdJ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
323B7,https://lichess.org/training/323B7,TRUE,False,"Processing row 96: 2025-11-06 17:52:27.262326 -> Puzzle 323B7 - URL https://lichess.org/training/323B7, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
36ahE,https://lichess.org/training/36ahE,TRUE,False,"Processing row 97: 2025-11-06 17:52:28.466343 -> Puzzle 36ahE - URL https://lichess.org/training/36ahE, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
39sdb,https://lichess.org/training/39sdb,TRUE,False,"Processing row 98: 2025-11-06 17:52:29.657853 -> Puzzle 39sdb - URL https://lichess.org/training/39sdb, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3CijL,https://lichess.org/training/3CijL,TRUE,False,"Processing row 99: 2025-11-06 17:52:30.988718 -> Puzzle 3CijL - URL https://lichess.org/training/3CijL, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3IVnQ,https://lichess.org/training/3IVnQ,TRUE,False,"Processing row 100: 2025-11-06 17:52:32.291899 -> Puzzle 3IVnQ - URL https://lichess.org/training/3IVnQ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3ImXc,https://lichess.org/training/3ImXc,TRUE,False,"Processing row 101: 2025-11-06 17:52:33.659998 -> Puzzle 3ImXc - URL https://lichess.org/training/3ImXc, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3LI7H,https://lichess.org/training/3LI7H,TRUE,False,"Processing row 102: 2025-11-06 17:52:34.868541 -> Puzzle 3LI7H - URL https://lichess.org/training/3LI7H, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3M03C,https://lichess.org/training/3M03C,TRUE,False,"Processing row 103: 2025-11-06 17:52:36.110406 -> Puzzle 3M03C - URL https://lichess.org/training/3M03C, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3MurC,https://lichess.org/training/3MurC,TRUE,False,"Processing row 104: 2025-11-06 17:52:37.342464 -> Puzzle 3MurC - URL https://lichess.org/training/3MurC, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3NVu2,https://lichess.org/training/3NVu2,TRUE,False,"Processing row 105: 2025-11-06 17:52:38.655501 -> Puzzle 3NVu2 - URL https://lichess.org/training/3NVu2, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3PRQG,https://lichess.org/training/3PRQG,TRUE,False,"Processing row 106: 2025-11-06 17:52:39.933961 -> Puzzle 3PRQG - URL https://lichess.org/training/3PRQG, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3UTuE,https://lichess.org/training/3UTuE,TRUE,False,"Processing row 107: 2025-11-06 17:52:41.199037 -> Puzzle 3UTuE - URL https://lichess.org/training/3UTuE, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3UetX,https://lichess.org/training/3UetX,TRUE,False,"Processing row 108: 2025-11-06 17:52:42.409929 -> Puzzle 3UetX - URL https://lichess.org/training/3UetX, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3VtyZ,https://lichess.org/training/3VtyZ,TRUE,False,"Processing row 109: 2025-11-06 17:52:43.582134 -> Puzzle 3VtyZ - URL https://lichess.org/training/3VtyZ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3bwJ3,https://lichess.org/training/3bwJ3,TRUE,False,"Processing row 110: 2025-11-06 17:52:44.893271 -> Puzzle 3bwJ3 - URL https://lichess.org/training/3bwJ3, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3jRWJ,https://lichess.org/training/3jRWJ,TRUE,False,"Processing row 111: 2025-11-06 17:52:46.129882 -> Puzzle 3jRWJ - URL https://lichess.org/training/3jRWJ, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3qGCR,https://lichess.org/training/3qGCR,TRUE,False,"Processing row 112: 2025-11-06 17:52:47.341742 -> Puzzle 3qGCR - URL https://lichess.org/training/3qGCR, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3r02f,https://lichess.org/training/3r02f,TRUE,False,"Processing row 113: 2025-11-06 17:52:48.505215 -> Puzzle 3r02f - URL https://lichess.org/training/3r02f, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3sSD3,https://lichess.org/training/3sSD3,TRUE,False,"Processing row 114: 2025-11-06 17:52:49.662358 -> Puzzle 3sSD3 - URL https://lichess.org/training/3sSD3, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3seGt,https://lichess.org/training/3seGt,TRUE,False,"Processing row 115: 2025-11-06 17:52:50.836591 -> Puzzle 3seGt - URL https://lichess.org/training/3seGt, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3tGwf,https://lichess.org/training/3tGwf,TRUE,False,"Processing row 116: 2025-11-06 17:52:52.060726 -> Puzzle 3tGwf - URL https://lichess.org/training/3tGwf, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3tVOf,https://lichess.org/training/3tVOf,TRUE,False,"Processing row 117: 2025-11-06 17:52:53.287766 -> Puzzle 3tVOf - URL https://lichess.org/training/3tVOf, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3tbsL,https://lichess.org/training/3tbsL,TRUE,False,"Processing row 118: 2025-11-06 17:52:54.504055 -> Puzzle 3tbsL - URL https://lichess.org/training/3tbsL, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3tpwo,https://lichess.org/training/3tpwo,TRUE,False,"Processing row 119: 2025-11-06 17:52:57.774915 -> Puzzle 3tpwo - URL https://lichess.org/training/3tpwo, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3vIYO,https://lichess.org/training/3vIYO,TRUE,False,"Processing row 120: 2025-11-06 17:52:58.971299 -> Puzzle 3vIYO - URL https://lichess.org/training/3vIYO, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3verB,https://lichess.org/training/3verB,TRUE,False,"Processing row 121: 2025-11-06 17:53:00.212295 -> Puzzle 3verB - URL https://lichess.org/training/3verB, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
3weiI,https://lichess.org/training/3weiI,TRUE,False,"Processing row 122: 2025-11-06 17:53:01.425636 -> Puzzle 3weiI - URL https://lichess.org/training/3weiI, Reviewed: TRUE -> Status: 200 Text:{""ok"":true}"
